=> Epoch: 5, test/loss: 0.634, test/accu: 0.806, time: 2024/11/16 13:09:00, dur
=> Epoch: 205, test/loss: 0.278, test/accu: 0.909, time: 2024/11/16 14:11:38, d
   uration: 6.71s
=> Epoch: 210, test/loss: 0.277, test/accu: 0.911, time: 2024/11/16 14:13:13, d
   uration: 6.62s
=> Epoch: 215, test/loss: 0.286, test/accu: 0.907, time: 2024/11/16 14:14:48, d
   uration: 6.83s
=> Epoch: 220, test/loss: 0.282, test/accu: 0.909, time: 2024/11/16 14:16:21, d
   uration: 6.59s
=> Epoch: 225, test/loss: 0.279, test/accu: 0.911, time: 2024/11/16 14:17:54, d
   uration: 6.76s
=> Epoch: 230, test/loss: 0.279, test/accu: 0.911, time: 2024/11/16 14:19:27, d
   uration: 6.79s
=> Epoch: 235, test/loss: 0.278, test/accu: 0.910, time: 2024/11/16 14:21:03, d
   uration: 6.86s
=> Epoch: 240, test/loss: 0.279, test/accu: 0.909, time: 2024/11/16 14:22:38, d
   uration: 6.87s
=> Epoch: 245, test/loss: 0.275, test/accu: 0.911, time: 2024/11/16 14:24:11, d
   uration: 6.74s
=> Epoch: 250, test/loss: 0.274, test/accu: 0.911, time: 2024/11/16 14:25:45, d
   uration: 6.96s
=> Epoch: 255, test/loss: 0.275, test/accu: 0.910, time: 2024/11/16 14:27:20, d
   uration: 6.71s
=> Epoch: 260, test/loss: 0.277, test/accu: 0.909, time: 2024/11/16 14:28:52, d
   uration: 6.74s
=> Epoch: 265, test/loss: 0.277, test/accu: 0.909, time: 2024/11/16 14:30:23, d
   uration: 6.59s
=> Epoch: 270, test/loss: 0.284, test/accu: 0.907, time: 2024/11/16 14:31:54, d
   uration: 6.64s
=> Epoch: 275, test/loss: 0.276, test/accu: 0.910, time: 2024/11/16 14:33:27, d
   uration: 6.83s
=> Epoch: 280, test/loss: 0.273, test/accu: 0.912, time: 2024/11/16 14:35:01, d
   uration: 6.70s
=> Epoch: 285, test/loss: 0.280, test/accu: 0.909, time: 2024/11/16 14:36:32, d
   uration: 6.63s
=> Epoch: 290, test/loss: 0.271, test/accu: 0.913, time: 2024/11/16 14:38:03, d
   uration: 6.64s
=> Epoch: 295, test/loss: 0.275, test/accu: 0.911, time: 2024/11/16 14:39:38, d
   uration: 7.03s
=> Epoch: 300, test/loss: 0.275, test/accu: 0.909, time: 2024/11/16 14:41:12, d
   uration: 6.84s
